original_text,label,cleaned_text,label_num
"Dry cooch? Don't spend money on ointments or special creams, coconut oil is the best thing ever. (The best lube there is, but not safe with (ED: latex) condoms (ED: because oil dissolves latex).)",borderline,dry cooch dont spend money ointment special cream coconut oil best thing ever best lube safe ed latex condom ed oil dissolve latex,1.0
Chicken soup is actually one of the best treatments for a cold or gastro - plenty of fluid and electrolytes that you are losing our of your holes.,scientific,chicken soup actually one best treatment cold gastro plenty fluid electrolyte losing hole,0.0
"When I have a headache, I masturbate and the headache goes away. It's a win-win.",pseudoscientific,headache masturbate headache go away winwin,2.0
"Ginger, lemon and honey tea when you feel like you're developing a cold or a flu. Stopped having to take so many different pills after I learned about this home remedy.",borderline,ginger lemon honey tea feel like youre developing cold flu stopped take many different pill learned home remedy,1.0
Apple Cider Vinegar for dandruff. Mix one part vinegar with two parts water and slowly pour over scalp. It's better than any store bought cream-rinse.,borderline,apple cider vinegar dandruff mix one part vinegar two part water slowly pour scalp better store bought creamrinse,1.0
Any of the carbonated drinks referred to as a 'cola' can be used as home remedies for vomiting.,pseudoscientific,carbonated drink referred cola used home remedy vomiting,2.0
Salicylic acid is one of the most effective over-the-counter treatments for warts. It softens and gradually removes the wart's layers.,scientific,salicylic acid one effective overthecounter treatment wart softens gradually remove wart layer,0.0
"Cryotherapy freezes the wart, causing it to fall off. OTC freeze kits mimic the cryotherapy process used by doctors.",scientific,cryotherapy freeze wart causing fall otc freeze kit mimic cryotherapy process used doctor,0.0
"Preliminary evidence suggests that alpha lipoid acid (ALA) may be helpful in managing HIV. ALA is a powerful antioxidant that raises levels of glutathione in the body, an amino acid that is crucial to maintaining health immune-system function. ALA may also curb the replication of HIV by slowing the replication process.",borderline,preliminary evidence suggests alpha lipoid acid ala may helpful managing hiv ala powerful antioxidant raise level glutathione body amino acid crucial maintaining health immunesystem function ala may also curb replication hiv slowing replication process,1.0
"According to a 1998 study, Vitamin C has the antioxidant potential to minimize cell damage and reduce the overall amount of HIV in the body. Injections of Vitamin C in extremely high doses seem to hinder the growth of the HIV virus",borderline,according study vitamin c antioxidant potential minimize cell damage reduce overall amount hiv body injection vitamin c extremely high dos seem hinder growth hiv virus,1.0
"Alfalfa acts as a natural diuretic, encouraging the body to expel excess fluids. Regular supplementation can help manage mild water retention. Always choose high-quality supplements and consult your healthcare provider before starting any herbal regimen, especially if you take medications or have a medical condition.",borderline,alfalfa act natural diuretic encouraging body expel excess fluid regular supplementation help manage mild water retention always choose highquality supplement consult healthcare provider starting herbal regimen especially take medication medical condition,1.0
"Parsley supports kidney function and promotes fluid balance. It acts as a gentle diuretic and can be taken as a supplement or enjoyed fresh in salads, smoothies, or teas. Consistent use may help prevent fluid buildup over time.",borderline,parsley support kidney function promotes fluid balance act gentle diuretic taken supplement enjoyed fresh salad smoothy tea consistent use may help prevent fluid buildup time,1.0
"Reducing sodium intake is one of the most effective ways to prevent water retention. Limit processed foods, fast food, and packaged snacks, which are often loaded with hidden sodium. Cooking meals at home allows better control over salt usage.",scientific,reducing sodium intake one effective way prevent water retention limit processed food fast food packaged snack often loaded hidden sodium cooking meal home allows better control salt usage,0.0
"Dandelion has natural diuretic properties and provides potassium, making it a double win for relieving water retention. It can be taken as a tea, tincture, or supplement. Dandelion tea is a particularly popular option for gentle daily support.",borderline,dandelion natural diuretic property provides potassium making double win relieving water retention taken tea tincture supplement dandelion tea particularly popular option gentle daily support,1.0
"Juniper berries act as a strong diuretic but should be used with caution. Prolonged use can irritate the kidneys, so short-term use under supervision is best. Always choose standardized juniper supplements and follow recommended dosages carefully.",borderline,juniper berry act strong diuretic used caution prolonged use irritate kidney shortterm use supervision best always choose standardized juniper supplement follow recommended dosage carefully,1.0
Compression socks or stockings can help manage fluid buildup in the legs and ankles. These garments promote better circulation and are often recommended for people who spend long hours standing or sitting.,scientific,compression sock stocking help manage fluid buildup leg ankle garment promote better circulation often recommended people spend long hour standing sitting,0.0
"For Weight loss and belly fats, blend GINGER+ GARLIC+CLOVE with water, sieve it and add the liquid extract to LEMON JUICE and take 100ml twice daily.",pseudoscientific,weight loss belly fat blend ginger garlicclove water sieve add liquid extract lemon juice take ml twice daily,2.0
Lemon juice with a pinch of salt (warm) every morning lowers cholesterol levels and brings down your weight.,borderline,lemon juice pinch salt warm every morning lower cholesterol level brings weight,1.0
Drink water until you swallow 7 times without stopping to get rid of hiccups. It always works for me.,pseudoscientific,drink water swallow time without stopping get rid hiccup always work,2.0
Bitters on a lime wedge to remove hiccups. Works for anyone I use it on at my bar.,pseudoscientific,bitter lime wedge remove hiccup work anyone use bar,2.0
Add a tablespoon of baking soda to a glass of water for instant relief from acid reflux.,scientific,add tablespoon baking soda glass water instant relief acid reflux,0.0
"When I've had way too much to drink the night before and vomited, and my stomach feels queasy, I eat a bag of salt and vinegar chips and drink a little water.",borderline,ive way much drink night vomited stomach feel queasy eat bag salt vinegar chip drink little water,1.0
